Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Deflection Success,Feed Location,Feed Success,Gains / Turnover Reason,Penalty Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
SGPvsSwans_final_20260711,811.1471007535507,5.199613886,SGP Feed,36,,,,,,Outside Circle,YES,,,Rachel Ling,Q1,,,,,,,
SGPvsSwans_final_20260711,849.4467720475656,5.899011855985236,SGP Feed,37,,,,,,Outside Circle,NO,,,Charlotte Lee,Q1,,,,,,,
SGPvsSwans_final_20260711,866.1456114655529,5.209469518010451,SGP Feed,38,,,,,,Circle Edge,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsSwans_final_20260711,904.0453027155611,5.202002830996662,SGP Feed,39,,,,,,Outside Circle,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsSwans_final_20260711,907.8403954055514,5.210089432007635,SGP Feed,40,,,,,,Inside Circle,NO,,,Toh Kai Wei,Q1,,,,,,,
SGPvsSwans_final_20260711,941.2459734275636,5.299619242994595,SGP Feed,41,,,,,,Circle Edge,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsSwans_final_20260711,946.5278345585541,5.218240007002805,SGP Feed,42,,,,,,Circle Edge,YES,,,Rachel Ling,Q1,,,,,,,
SGPvsSwans_final_20260711,1239.2499863995577,5.195336690010208,SGP Feed,43,,,,,,Circle Edge,YES,,,Toh Kai Wei,Q2,,,,,,,
SGPvsSwans_final_20260711,1359.348088955552,5.132425846005617,SGP Feed,44,,,,,,Outside Circle,YES,,,Rachel Ling,Q2,,,,,,,
SGPvsSwans_final_20260711,1442.6463716315684,5.284552080980575,SGP Feed,45,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,1522.646345,5.206374053996569,SGP Feed,46,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,1555.646287707555,5.099448651002149,SGP Feed,47,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,1705.6464474675593,5.098004201,SGP Feed,48,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,1708.8514590965565,5.178790211004298,SGP Feed,49,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsSwans_final_20260711,1879.0439956275573,5.4016823100068905,SGP Feed,50,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsSwans_final_20260711,1892.4768222222222,5,SGP Feed,51,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsSwans_final_20260711,1937.7441686895525,5.202931927,SGP Feed,52,,,,,,Circle Edge,YES,,,Toh Kai Wei,Q2,,,,,,,
SGPvsSwans_final_20260711,1991.9459897025547,5.320092577000651,SGP Feed,53,,,,,,Circle Edge,NO,,,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,2040.6460623745638,5.214198279001721,SGP Feed,54,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,2624.126477777778,5,SGP Feed,55,,,,,,Circle Edge,NO,,,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_final_20260711,2750.6467719865514,5.199557458005074,SGP Feed,56,,,,,,Circle Edge,YES,,,Charlotte Lee,Q3,,,,,,,
SGPvsSwans_final_20260711,2791.046161160561,5.401370032991508,SGP Feed,57,,,,,,Circle Edge,NO,,,Goh Wei Ping,Q3,,,,,,,
SGPvsSwans_final_20260711,2915.4494931475556,5.1953026899996075,SGP Feed,58,,,,,,Circle Edge,YES,,,Charlotte Lee,Q3,,,,,,,
SGPvsSwans_final_20260711,2919.447571530559,5.128849298002933,SGP Feed,59,,,,,,Inside Circle,YES,,,Toh Kai Wei,Q3,,,,,,,
SGPvsSwans_final_20260711,3069.146803947571,5.190950574,SGP Feed,60,,,,,,Circle Edge,NO,,,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_final_20260711,3071.3460753355553,5.1979278839949075,SGP Feed,61,,,,,,Circle Edge,YES,,,Toh Kai Wei,Q3,,,,,,,
SGPvsSwans_final_20260711,3140.1182555555556,5,SGP Feed,62,,,,,,Outside Circle,YES,,,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,3145.0428227305633,5.304168405994915,SGP Feed,63,,,,,,Inside Circle,YES,,,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,3371.5445397235626,5.201295588003177,SGP Feed,64,,,,,,Circle Edge,YES,,,Toh Kai Wei,Q3,,,,,,,
SGPvsSwans_final_20260711,3387.541302761551,5.205178848015748,SGP Feed,65,,,,,,Circle Edge,YES,,,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_final_20260711,3418.9431296845637,5.315578978995745,SGP Feed,66,,,,,,Circle Edge,YES,,,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_final_20260711,3462.346344033567,5.190173936987321,SGP Feed,67,,,,,,Circle Edge,YES,,,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,3825.046017451554,5.598599705009292,SGP Feed,68,,,,,,Outside Circle,YES,,,Toh Kai Wei,Q4,,,,,,,
SGPvsSwans_final_20260711,3890.8480637385564,5.186746982998557,SGP Feed,69,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,3924.756648843558,5.1968006840047565,SGP Feed,70,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,3927.7477411545665,5.307283187,SGP Feed,71,,,,,,Inside Circle,NO,,,Toh Kai Wei,Q4,,,,,,,
SGPvsSwans_final_20260711,3955.0474364105526,5.203050368006643,SGP Feed,72,,,,,,Outside Circle,YES,,,Toh Kai Wei,Q4,,,,,,,
SGPvsSwans_final_20260711,4158.744828816553,5.202565739992679,SGP Feed,73,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,4163.044253900552,5.127482655999302,SGP Feed,74,,,,,,Inside Circle,YES,,,Charlotte Lee,Q4,,,,,,,
SGPvsSwans_final_20260711,4263.546479369553,5.197605827993357,SGP Feed,75,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,4266.847434007555,5.198865340003067,SGP Feed,76,,,,,,Inside Circle,YES,,,Toh Kai Wei,Q4,,,,,,,
SGPvsSwans_final_20260711,4321.846955,5.200796507001542,SGP Feed,77,,,,,,Circle Edge,YES,,,Anna Macinnes,Q4,,,,,,,
SGPvsSwans_final_20260711,4328.243631999549,5.239936464017774,SGP Feed,78,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,4419.747031,5.497447733021545,SGP Feed,79,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,4475.246518018558,5.196132256992314,SGP Feed,80,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,4516.4416888235555,5.350979576,SGP Feed,81,,,,,,Circle Edge,YES,,,Anna Macinnes,Q4,,,,,,,
SGPvsSwans_final_20260711,4562.481782970565,5.165533898984904,SGP Feed,82,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,4623.045841990555,5.303045399000439,SGP Feed,83,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q4,,,,,,,
SGPvsSwans_final_20260711,54.352158632569065,11.098209174989329,SGP Shot,1,,,,,,,,,,Goh Wei Ping,Q1,GS,Inner Right,SGP Miss,,,,
SGPvsSwans_final_20260711,60.34668083254807,11.405384053006138,SGP Shot,2,,,,,,,,,,Toh Kai Wei,Q1,GA,Inner Left,SGP Miss,,,,
SGPvsSwans_final_20260711,167.56201148355524,11.00209125000606,SGP Shot,3,,,,,,,,,,Toh Kai Wei,Q1,GA,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,216.30138628554928,10.94861692000859,SGP Shot,4,,,,,,,,,,,Q1,GS,Inner Left,SGP Miss,,,,
SGPvsSwans_final_20260711,289.5513496425577,11.699839551994216,SGP Shot,5,,,,,,,,,,Goh Wei Ping,Q1,GS,Inner Middle,SGP Miss,,,,
SGPvsSwans_final_20260711,361.5519872335538,10.996076365013664,SGP Shot,6,,,,,,,,,,Charlotte Lee,Q1,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,389.95108159255483,11.80022679,SGP Shot,7,,,,,,,,,,Charlotte Lee,Q1,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,415.14997014455815,11.101575005995812,SGP Shot,8,,,,,,,,,,Toh Kai Wei,Q1,GA,Outer Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,477.25110257355647,11.400300200002903,SGP Shot,9,,,,,,,,,,Toh Kai Wei,Q1,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,522.6523565555601,11.099933796003825,SGP Shot,10,,,,,,,,,,Toh Kai Wei,Q1,GA,Outer Right,SGP Miss,,,,
SGPvsSwans_final_20260711,617.2030888888889,10,SGP Shot,11,,,,,,,,,,Toh Kai Wei,Q1,GA,Outer Middle,SGP Miss,,,,
SGPvsSwans_final_20260711,677.8494073185532,11.102467864998516,SGP Shot,12,,,,,,,,,,Charlotte Lee,Q1,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,715.5510732225506,11.500015997000787,SGP Shot,13,,,,,,,,,,Toh Kai Wei,Q1,GA,Inner Right,SGP Miss,,,,
SGPvsSwans_final_20260711,725.0501137115617,11.20111221700688,SGP Shot,14,,,,,,,,,,Toh Kai Wei,Q1,GA,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,785.7514973275568,10.798895005994382,SGP Shot,15,,,,,,,,,,Charlotte Lee,Q1,GS,Outer Left,SGP Miss,,,,
SGPvsSwans_final_20260711,788.3517052985538,11.100138065007286,SGP Shot,16,,,,,,,,,,Toh Kai Wei,Q1,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,809.7519696315561,11.601316420007493,SGP Shot,17,,,,,,,,,,Charlotte Lee,Q1,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,865.1521198285661,11.19888565499491,SGP Shot,18,,,,,,,,,,Charlotte Lee,Q1,GS,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,907.5518977995597,11.099206688002027,SGP Shot,19,,,,,,,,,,Toh Kai Wei,Q1,GA,Outer Right,SGP Miss,,,,
SGPvsSwans_final_20260711,1240.8511557385505,11.101157048016148,SGP Shot,20,,,,,,,,,,Charlotte Lee,Q2,GS,Inner Right,SGP Miss,,,,
SGPvsSwans_final_20260711,1358.3479799925594,10.904303553997806,SGP Shot,21,,,,,,,,,,Charlotte Lee,Q2,GS,Inner Middle,SGP Miss,,,,
SGPvsSwans_final_20260711,1441.051991285558,10.999401091997697,SGP Shot,22,,,,,,,,,,Charlotte Lee,Q2,GS,Inner Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,1523.2477520135685,11.0030407,SGP Shot,23,,,,,,,,,,Toh Kai Wei,Q2,GA,Outer Right,SGP Goal,,,,
SGPvsSwans_final_20260711,1709.8518223655617,10.996838518985442,SGP Shot,24,,,,,,,,,,Toh Kai Wei,Q2,GA,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,1887.7517296045596,10.899567579985387,SGP Shot,25,,,,,,,,,,Charlotte Lee,Q2,GS,Inner Right,SGP Miss,,,,
SGPvsSwans_final_20260711,1897.3525387185477,10.999902829011035,SGP Shot,26,,,,,,,,,,Toh Kai Wei,Q2,GA,Inner Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,1938.9489997925523,11.10338676299557,SGP Shot,27,,,,,,,,,,Charlotte Lee,Q2,GS,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,2039.950645243553,11.200693743011016,SGP Shot,28,,,,,,,,,,Toh Kai Wei,Q2,GA,Outer Right,SGP Miss,,,,
SGPvsSwans_final_20260711,2748.4512991985584,11.199083802006498,SGP Shot,29,,,,,,,,,,Toh Kai Wei,Q3,GA,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,2917.552257169553,11.197543605000646,SGP Shot,30,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Miss,,,,
SGPvsSwans_final_20260711,3070.6472952765507,11.00376595700709,SGP Shot,31,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,3143.551754168564,10.99572089598496,SGP Shot,32,,,,,,,,,,Toh Kai Wei,Q3,GA,Outer Right,SGP Goal,,,,
SGPvsSwans_final_20260711,3327.250528849548,11.299187086012353,SGP Shot,33,,,,,,,,,,Toh Kai Wei,Q3,GA,Outer Right,SGP Goal,,,,
SGPvsSwans_final_20260711,3371.7170442165607,11.036439997991238,SGP Shot,34,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Left,SGP Miss,,,,
SGPvsSwans_final_20260711,3385.9509216065553,11.100647713999479,SGP Shot,35,,,,,,,,,,Toh Kai Wei,Q3,GA,Inner Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,3418.049068810558,10.90149961999532,SGP Shot,36,,,,,,,,,,Toh Kai Wei,Q3,GA,Inner Left,SGP Miss,,,,
SGPvsSwans_final_20260711,3461.8513686265546,11.000205414991797,SGP Shot,37,,,,,,,,,,Toh Kai Wei,Q3,GA,Outer Right,SGP Miss,,,,
SGPvsSwans_final_20260711,3831.5510423495466,11.000880004015471,SGP Shot,38,,,,,,,,,,Toh Kai Wei,Q4,GA,Outer Left,SGP Miss,,,,
SGPvsSwans_final_20260711,3889.4528056905556,11.297861282000667,SGP Shot,39,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Middle,SGP Miss,,,,
SGPvsSwans_final_20260711,3894.8610247515508,11.002298245001839,SGP Shot,40,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,3963.251548684565,10.999700768990806,SGP Shot,41,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Left,SGP Miss,,,,
SGPvsSwans_final_20260711,4160.451554,11.39976891299375,SGP Shot,42,,,,,,,,,,Toh Kai Wei,Q4,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,4266.746924320569,11.004141725986301,SGP Shot,43,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,4329.152997861561,11.091699598992818,SGP Shot,44,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,4364.552014382549,11.399069636003333,SGP Shot,45,,,,,,,,,,Toh Kai Wei,Q4,GA,Inner Right,SGP Miss,,,,
SGPvsSwans_final_20260711,4425.552008,11.400063356999453,SGP Shot,46,,,,,,,,,,Toh Kai Wei,Q4,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,4481.048398,11.103471499010084,SGP Shot,47,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Left,SGP Goal,,,,
SGPvsSwans_final_20260711,4515.751051210553,10.70098094199875,SGP Shot,48,,,,,,,,,,Charlotte Lee,Q4,GS,Outer Middle,SGP Goal,,,,
SGPvsSwans_final_20260711,4565.951900779569,11.099278995989152,SGP Shot,49,,,,,,,,,,,Q4,GA,Outer Right,SGP Miss,,,,
SGPvsSwans_final_20260711,4621.551787504553,10.899848036007825,SGP Shot,50,,,,,,,,,,Toh Kai Wei,Q4,GA,Outer Left,SGP Goal,,,,
SGPvsSwans_final_20260711,257.94930168755496,10,SGP PEN,1,,,,,,,,,Obstruction,Reena Divya,Q1,,,,,,,
SGPvsSwans_final_20260711,294.54533333333336,10,SGP PEN,2,,,,,,,,,Contact,Goh Wei Ping,Q1,,,,,,,
SGPvsSwans_final_20260711,306.6459453165467,10,SGP PEN,3,,,,,,,,,Contact,Faithmaria Lawrence,Q1,,,,,,,
SGPvsSwans_final_20260711,331.64854523356576,10,SGP PEN,4,,,,,,,,,Contact,Reena Divya,Q1,,,,,,,
SGPvsSwans_final_20260711,498.5505021,10.000000000000057,SGP PEN,5,,,,,,,,,Obstruction,Reena Divya,"Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_final_20260711,556.8465650235617,10,SGP PEN,6,,,,,,,,,Contact,Rachel Ling,Q1,,,,,,,
SGPvsSwans_final_20260711,565.8465042315657,10,SGP PEN,7,,,,,,,,,Obstruction,Reena Divya,Q1,,,,,,,
SGPvsSwans_final_20260711,886.3465664345588,10,SGP PEN,8,,,,,,,,,Contact,Faithmaria Lawrence,Q1,,,,,,,
SGPvsSwans_final_20260711,1213.3451643055496,10,SGP PEN,9,,,,,,,,,Obstruction,Reena Divya,"Q2, Q2",,Inner Middle,,,,,
SGPvsSwans_final_20260711,1288.2472165805636,10,SGP PEN,10,,,,,,,,,Obstruction,Jamie Lim,"Q2, Q2",,Inner Left,,,,,
SGPvsSwans_final_20260711,1381.5440972405631,10,SGP PEN,11,,,,,,,,,Contact,Rachel Ling,Q2,,,,,,,
SGPvsSwans_final_20260711,1390.0465786195546,10,SGP PEN,12,,,,,,,,,Obstruction,Jamie Lim,"Q2, Q2",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_final_20260711,1401.1456373175572,10,SGP PEN,13,,,,,,,,,Contact,Jamie Lim,Q2,,,,,,,
SGPvsSwans_final_20260711,1470.7471689735623,10,SGP PEN,14,,,,,,,,,Contact,Anna Macinnes,Q2,,,,,,,
SGPvsSwans_final_20260711,1475.7442666445618,10,SGP PEN,15,,,,,,,,,Contact,Faithmaria Lawrence,Q2,,,,,,,
SGPvsSwans_final_20260711,1493.4438433905714,10,SGP PEN,16,,,,,,,,,Contact,Rachel Ling,Q2,,,,,,,
SGPvsSwans_final_20260711,1581.0470624945542,10,SGP PEN,17,,,,,,,,,Obstruction,Reena Divya,Q2,,,,,,,
SGPvsSwans_final_20260711,1628.9490362685517,10,SGP PEN,18,,,,,,,,,Contact,Jamie Lim,Q2,,,,,,,
SGPvsSwans_final_20260711,1634.7445890065605,10,SGP PEN,19,,,,,,,,,Obstruction,Reena Divya,Q2,,,,,,,
SGPvsSwans_final_20260711,1666.344621481562,10,SGP PEN,20,,,,,,,,,Contact,Faithmaria Lawrence,Q2,,,,,,,
SGPvsSwans_final_20260711,1794.2637444444445,10,SGP PEN,21,,,,,,,,,Contact,Rachel Ling,Q2,,,,,,,
SGPvsSwans_final_20260711,1830.850375448552,10,SGP PEN,22,,,,,,,,,Contact,Jamie Lim,Q2,,,,,,,
SGPvsSwans_final_20260711,1917.9472584665582,10,SGP PEN,23,,,,,,,,,Obstruction,Sindhu Nair,"Q2, Q2",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_final_20260711,2009.846120250558,10,SGP PEN,24,,,,,,,,,Contact,Sindhu Nair,Q2,,,,,,,
SGPvsSwans_final_20260711,2052.947021425559,10,SGP PEN,25,,,,,,,,,Contact,Toh Kai Wei,Q2,,,,,,,
SGPvsSwans_final_20260711,2057.3469448875603,10,SGP PEN,26,,,,,,,,,Contact,Jamie Lim,Q2,,,,,,,
SGPvsSwans_final_20260711,2553.8466696265573,10,SGP PEN,27,,,,,,,,,Contact,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_final_20260711,2568.0493059845517,10,SGP PEN,28,,,,,,,,,Obstruction,Sindhu Nair,"Q3, Q3",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_final_20260711,2641.8359315345615,10,SGP PEN,29,,,,,,,,,Contact,Goh Wei Ping,Q3,,,,,,,
SGPvsSwans_final_20260711,2648.5470122855495,10,SGP PEN,30,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,2711.2466506945707,10,SGP PEN,31,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,2759.0448992265483,10,SGP PEN,32,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,2814.5177,10,SGP PEN,33,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,2830.3190444444444,10,SGP PEN,34,,,,,,,,,Obstruction,Sindhu Nair,Q3,,,,,,,
SGPvsSwans_final_20260711,2930.747882599549,10,SGP PEN,35,,,,,,,,,Contact,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_final_20260711,2935.647548,10,SGP PEN,36,,,,,,,,,Contact,Faithmaria Lawrence,Q3,,,,,,,
SGPvsSwans_final_20260711,2942.7429922455617,10,SGP PEN,37,,,,,,,,,Obstruction,Rachel Ling,Q3,,,,,,,
SGPvsSwans_final_20260711,3001.1465096115585,10,SGP PEN,38,,,,,,,,,Contact,Sindhu Nair,Q3,,,,,,,
SGPvsSwans_final_20260711,3017.0457851245546,10,SGP PEN,39,,,,,,"Circle Edge, Inside Circle",YES,,Contact,Rachel Ling,"Q3, Q3, Q3",,,,,,,
SGPvsSwans_final_20260711,3086.446000924553,10,SGP PEN,40,,,,,,,,,Obstruction,Sindhu Nair,"Q3, Q3",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_final_20260711,4016.445349,10,SGP PEN,41,,,,,,,,,Contact,Anna Macinnes,Q4,,,,,,,
SGPvsSwans_final_20260711,4104.745093135554,10,SGP PEN,42,,,,,,,,,Contact,Jamie Lim,Q4,,,,,,,
SGPvsSwans_final_20260711,4183.046173549556,10,SGP PEN,43,,,,,,,,,Contact,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_final_20260711,4197.219365695974,13.325700400581809,SGP PEN,44,,,,,,,,,Contact,Mishalenee K,Q4,,,,,,,
SGPvsSwans_final_20260711,4299.647954865566,10,SGP PEN,45,,,,,,,,,Contact,Mishalenee K,"Q4, Q4",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_final_20260711,4585.045909108557,10,SGP PEN,46,,,,,,,,,Contact,Reena Divya,Q4,,,,,,,
SGPvsSwans_final_20260711,1616.0397555555555,8,SGP Deflection,1,,,,,No,,,,,Reena Divya,Q2,,,,,,,
SGPvsSwans_final_20260711,2123.6864111111113,8,SGP Deflection,2,,,,,Yes,,,,,Sindhu Nair,Q2,,,,,,,
SGPvsSwans_final_20260711,2586.743288888889,8,SGP Deflection,3,,,,,Yes,,,,,Sindhu Nair,Q3,,,,,,,
SGPvsSwans_final_20260711,2923.117477777778,8,SGP Deflection,4,,,,,No,,,,,Charlotte Lee,Q3,,,,,,,
SGPvsSwans_final_20260711,3302.957522222222,8,SGP Deflection,5,,,,,No,,,,,Jamie Lim,Q3,,,,,,,
SGPvsSwans_final_20260711,3338.5904444444445,8,SGP Deflection,6,,,,,No,,,,,Jamie Lim,Q3,,,,,,,
SGPvsSwans_final_20260711,3746.6542222222224,8,SGP Deflection,7,,,,,No,,,,,Jamie Lim,Q4,,,,,,,
SGPvsSwans_final_20260711,3862.964788888889,8,SGP Deflection,8,,,,,Yes,,,,,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_final_20260711,4028.030977777778,8,SGP Deflection,9,,,,,No,,,,,Mishalenee K,Q4,,,,,,,
SGPvsSwans_final_20260711,4054.5942333333332,8,SGP Deflection,10,,,,,Yes,,,,,Jamie Lim,Q4,,,,,,,
SGPvsSwans_final_20260711,4175.844733333333,8,SGP Deflection,11,,,,,No,,,,,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_final_20260711,116.74584894056525,16.606486283999544,SGP CPD,1,Center Left Attack,GA,Attacking Middle,C,,Circle Edge,YES,,,,"Q1, Q1, Q1",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_final_20260711,179.24756808255475,22.005875108010002,SGP CPD,2,Center Left Attack,WA,Center Left Attack,WD,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_final_20260711,253.4437231105672,24.007749927988414,SGP CPD,3,Center Mid Attack,GA,Attacking Middle,WA,,"Outside Circle, Inside Circle","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_final_20260711,328.8468347975513,20.304282467008193,SGP CPD,4,Center Left Attack,GA,Attacking Middle,C,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1",GA,Inner Left,OPP Goal,,,,
SGPvsSwans_final_20260711,373.4459972,28.30531121399065,SGP CPD,5,Center Left Attack,WA,Attacking Left Pocket,GA,,"Circle Edge, Outside Circle","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1","GS, GS","Inner Left, Inner Right","OPP Miss, SGP Goal",,,,
SGPvsSwans_final_20260711,428.5473340985649,18.704181263003477,SGP CPD,6,Center Left Attack,WA,Center Left Attack,GA,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_final_20260711,490.24710721255497,18.004011481004966,SGP CPD,7,Center Mid Attack,GA,Attacking Left,WA,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_final_20260711,589.4472081225585,10.104560887009711,SGP CPD,8,Center Left Attack,GA,Attacking Right Pocket,C,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_final_20260711,645.8465159435627,43.10535923998896,SGP CPD,9,Center Right Attack,WA,,Not Taken,,"Outside Circle, Outside Circle, Circle Edge, Inside Circle","NO, YES, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
SGPvsSwans_final_20260711,737.3459004215614,62.10594294199973,SGP CPD,10,Center Left Attack,GA,Attacking Left,WA,,"Outside Circle, Circle Edge, Circle Edge","NO, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1","GS, GA","Inner Left, Inner Left","SGP Miss, SGP Goal",,,,
SGPvsSwans_final_20260711,822.5445573225546,20.607378154998287,SGP CPD,11,Center Right Attack,WA,Attacking Middle,C,,"Outside Circle, Circle Edge, Circle Edge","YES, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1",GA,Inner Left,OPP Goal,,,,
SGPvsSwans_final_20260711,877.8470915505596,23.404808023002715,SGP CPD,12,Center Right Attack,WA,Attacking Right,C,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_final_20260711,1191.3466865645535,32.70577654,SGP CPD,13,Center Left Attack,GA,Attacking Right Pocket,C,,"Circle Edge, Inside Circle","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2",GA,Inner Middle,OPP Goal,,,,
SGPvsSwans_final_20260711,1302.3478958715555,19.603560615014658,SGP CPD,14,Center Right Attack,WA,Attacking Right,GA,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_final_20260711,1403.5467215095548,48.50467086800086,SGP CPD,15,Center Mid Attack,GA,,Not Taken,,"Circle Edge, Circle Edge, Outside Circle","YES, YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GS","Inner Right, Inner Middle","OPP Miss, SGP Goal",,,,
